frame,x,y
0,0.4115481972694397,0.71763014793396
1,0.4170275628566742,0.7169433832168579
2,0.43238553404808044,0.7219037413597107
3,0.44661006331443787,0.7281321287155151
4,0.46559667587280273,0.7276560664176941
5,0.48270997405052185,0.7348620891571045
6,0.5004767179489136,0.7423160076141357
7,0.5113815665245056,0.742749810218811
8,0.5163577198982239,0.7511911988258362
9,0.5092079639434814,0.7535622715950012
10,0.5047203302383423,0.7549265623092651
11,0.4993933141231537,0.7556882500648499
12,0.4948034882545471,0.753615140914917
13,0.48830485343933105,0.7522205114364624
14,0.47987598180770874,0.7517563104629517
15,0.46903109550476074,0.7533333897590637
16,0.4585030674934387,0.7547248601913452
17,0.44601526856422424,0.7531912326812744
18,0.44681206345558167,0.7421714067459106
19,0.4333438277244568,0.7425025701522827
20,0.41629791259765625,0.750551164150238
21,0.40431714057922363,0.7575501203536987
22,0.39728376269340515,0.7635443210601807
23,0.3878380358219147,0.7635102272033691
24,0.37947946786880493,0.7632038593292236
25,0.3721570670604706,0.7624135613441467
26,0.3652375340461731,0.7607572078704834
27,0.35934799909591675,0.7544416785240173
28,0.35633593797683716,0.7448533773422241
29,0.35840004682540894,0.7350059747695923
30,0.3636677861213684,0.7183809280395508
31,0.36767029762268066,0.7028671503067017
32,0.38118064403533936,0.6934331655502319
33,0.3960234522819519,0.7009899020195007
34,0.4380493760108948,0.7083987593650818
35,0.43205052614212036,0.7119568586349487
36,0.44661277532577515,0.7143124938011169
37,0.45860013365745544,0.7149550318717957
38,0.4799644947052002,0.7188013792037964
39,0.500656008720398,0.7318087220191956
40,0.5114327669143677,0.7349610924720764
41,0.5198172330856323,0.7369862198829651
42,0.5182709693908691,0.7471564412117004
43,0.5127275586128235,0.7473620772361755
44,0.5079389810562134,0.7489429712295532
45,0.5040327310562134,0.7479884028434753
46,0.4994308352470398,0.7466824650764465
47,0.4985135495662689,0.7467378377914429
48,0.48535770177841187,0.7513193488121033
49,0.47303977608680725,0.7501369118690491
50,0.4615951180458069,0.7562525272369385
51,0.45485448837280273,0.748841404914856
52,0.44131335616111755,0.7486907839775085
53,0.4362504482269287,0.750301718711853
54,0.4258812367916107,0.7528457045555115
55,0.4136327803134918,0.7591056227684021
56,0.40530842542648315,0.7604745030403137
57,0.3940410912036896,0.75989830493927
58,0.3887356221675873,0.7591986656188965
59,0.3834872543811798,0.754317045211792
60,0.380201518535614,0.7447264790534973
61,0.3824414014816284,0.7328208684921265
62,0.38822615146636963,0.7165662050247192
63,0.3926892578601837,0.6997362971305847
64,0.40378671884536743,0.6917697191238403
65,0.4191717505455017,0.6931980848312378
66,0.4429994225502014,0.7010457515716553
67,0.4497811794281006,0.697113573551178
68,0.4721885323524475,0.7052585482597351
69,0.48165416717529297,0.7081927061080933
70,0.5023995041847229,0.7112870216369629
71,0.5235676169395447,0.723189651966095
72,0.5362909436225891,0.7276051640510559
73,0.5457795262336731,0.730401873588562
74,0.5422145128250122,0.7339057922363281
75,0.5348544716835022,0.7379146218299866
76,0.5314405560493469,0.7454215884208679
77,0.5252988338470459,0.7428092360496521
78,0.5210369825363159,0.7415156960487366
79,0.514605700969696,0.742531418800354
80,0.5035747289657593,0.7466398477554321
81,0.4908779561519623,0.751233696937561
82,0.4831111431121826,0.7525697350502014
83,0.4769057631492615,0.752162516117096
84,0.4647391736507416,0.7511811256408691
85,0.4505801796913147,0.752349317073822
86,0.44192466139793396,0.7542871236801147
87,0.4333534240722656,0.7561005353927612
88,0.4208763539791107,0.7581008076667786
89,0.41292697191238403,0.7571842670440674
90,0.40259426832199097,0.7563722133636475
91,0.3969084620475769,0.7488822937011719
92,0.3947705626487732,0.7345484495162964
93,0.39556190371513367,0.7210687398910522
94,0.40064454078674316,0.706020712852478
95,0.40560728311538696,0.6957811713218689
96,0.41250962018966675,0.6895453333854675
